Redshift,K-band mag,K-band dmag
 0.180, 21.890, 0.699
 0.173, 21.844, 0.677
 0.198, 21.904, 0.706
 0.129, 20.452, 0.234
 0.170, 21.502, 0.532
 0.061, 19.100, 0.073
 0.084, 17.244, 0.014
 0.196, 21.066, 0.383
 0.089, 21.465, 0.518
 0.184, 17.125, 0.012
 0.079, 18.056, 0.028
 0.197, 19.421, 0.097
 0.140, 17.970, 0.026
 0.184, 21.763, 0.640
 0.071, 17.384, 0.015
 0.181, 19.278, 0.085
 0.094, 20.790, 0.308
 0.033, 19.387, 0.094
 0.144, 21.423, 0.502
 0.153, 19.901, 0.147
 0.153, 21.592, 0.568
 0.197, 17.468, 0.017
 0.058, 20.024, 0.163
 0.041, 19.735, 0.127
 0.184, 21.719, 0.621
 0.103, 19.132, 0.075
 0.171, 20.911, 0.339
 0.155, 16.093, 0.005
 0.134, 14.239, 0.001
 0.153, 21.065, 0.383
 0.115, 21.837, 0.674
 0.108, 20.369, 0.218
 0.114, 19.467, 0.101
 0.156, 21.210, 0.428
 0.154, 19.919, 0.149
 0.183, 21.626, 0.582
 0.107, 19.113, 0.073
 0.187, 20.778, 0.305
 0.184, 19.219, 0.081
 0.107, 17.933, 0.025
 0.117, 21.753, 0.636
 0.155, 19.679, 0.121
 0.196, 21.370, 0.483
 0.166, 19.461, 0.100
 0.120, 19.463, 0.100
 0.137, 21.773, 0.645
 0.069, 21.724, 0.623
 0.166, 21.039, 0.375
 0.035, 21.684, 0.606
 0.076, 17.869, 0.024
 0.155, 18.185, 0.032
 0.104, 17.390, 0.015
 0.191, 19.595, 0.112
 0.126, 21.311, 0.462
 0.199, 17.242, 0.013
 0.110, 17.405, 0.016
 0.186, 17.584, 0.018
 0.079, 20.939, 0.347
 0.194, 18.484, 0.042
 0.164, 21.999, 0.752
 0.157, 19.256, 0.083
 0.052, 17.876, 0.024
 0.104, 20.424, 0.228
 0.124, 18.215, 0.033
 0.183, 21.909, 0.708
 0.122, 19.794, 0.134
 0.136, 20.646, 0.274
 0.191, 19.240, 0.082
 0.108, 20.483, 0.240
 0.178, 21.541, 0.547
 0.156, 20.811, 0.313
 0.152, 20.889, 0.333
 0.181, 18.743, 0.053
 0.081, 12.495, 0.000
 0.146, 21.048, 0.378
 0.159, 21.760, 0.639
 0.187, 19.120, 0.074
 0.124, 20.645, 0.274
 0.170, 19.712, 0.125
 0.054, 20.719, 0.291
 0.175, 17.994, 0.027
 0.188, 21.721, 0.622
 0.138, 20.148, 0.181
 0.190, 18.516, 0.043
 0.137, 16.881, 0.010
 0.199, 20.828, 0.318
 0.199, 15.499, 0.003
 0.175, 18.086, 0.029
 0.155, 18.980, 0.065
 0.162, 20.504, 0.244
 0.091, 21.884, 0.696
 0.127, 21.332, 0.469
 0.188, 16.233, 0.005
 0.196, 19.445, 0.099
 0.137, 21.523, 0.540
 0.184, 19.870, 0.143
 0.072, 21.037, 0.374
 0.136, 16.918, 0.010
 0.183, 17.268, 0.014
 0.166, 20.988, 0.360
 0.186, 14.510, 0.001
 0.194, 20.923, 0.343
 0.168, 21.351, 0.476
 0.074, 21.769, 0.643
 0.072, 21.419, 0.501
 0.179, 18.122, 0.030
 0.165, 18.718, 0.052
 0.118, 20.915, 0.340
 0.093, 21.793, 0.654
 0.107, 10.936, 0.000
 0.173, 17.644, 0.019
 0.198, 17.919, 0.025
 0.080, 21.634, 0.585
 0.191, 20.398, 0.224
 0.012, 19.254, 0.083
 0.091, 19.661, 0.119
 0.133, 21.141, 0.406
 0.109, 20.293, 0.205
 0.197, 20.905, 0.338
 0.150, 20.421, 0.228
 0.186, 19.918, 0.149
 0.117, 18.761, 0.054
 0.110, 21.995, 0.750
 0.116, 21.890, 0.699
 0.163, 20.418, 0.227
 0.165, 20.775, 0.304
 0.190, 20.596, 0.263
 0.069, 17.957, 0.026
 0.094, 19.999, 0.160
 0.161, 21.442, 0.509
 0.096, 19.639, 0.117
 0.136, 19.495, 0.103
 0.148, 19.713, 0.125
 0.153, 19.619, 0.115
 0.040, 20.311, 0.208
 0.082, 20.398, 0.224
 0.163, 20.975, 0.357
 0.042, 15.067, 0.002
 0.103, 20.935, 0.346
 0.084, 19.217, 0.081
 0.196, 21.265, 0.446
 0.171, 14.774, 0.001
 0.161, 20.297, 0.206
 0.165, 19.432, 0.097
 0.120, 21.381, 0.486
 0.132, 21.597, 0.570
 0.092, 18.007, 0.027
 0.194, 21.419, 0.500
 0.137, 19.999, 0.160
 0.140, 20.780, 0.306
 0.100, 21.532, 0.543
 0.189, 20.782, 0.306
 0.163, 20.919, 0.341
 0.193, 20.681, 0.282
 0.175, 21.201, 0.425
 0.142, 14.489, 0.001
 0.164, 21.838, 0.675
 0.159, 21.018, 0.369
 0.123, 19.974, 0.156
 0.121, 21.978, 0.742
 0.097, 13.967, 0.001
 0.159, 15.210, 0.002
 0.158, 18.831, 0.057
 0.184, 19.410, 0.096
 0.114, 19.008, 0.067
 0.137, 16.764, 0.009
 0.139, 21.682, 0.605
 0.172, 20.199, 0.189
 0.055, 21.685, 0.606
 0.124, 20.355, 0.216
 0.181, 18.595, 0.046
 0.090, 19.583, 0.111
 0.195, 21.438, 0.508
 0.182, 15.193, 0.002
 0.184, 20.764, 0.302
 0.130, 13.737, 0.001
 0.194, 20.600, 0.264
 0.197, 20.702, 0.287
 0.097, 19.502, 0.104
 0.106, 18.258, 0.034
 0.094, 21.114, 0.397
 0.199, 21.068, 0.384
 0.197, 21.905, 0.706
 0.125, 21.121, 0.400
 0.181, 19.007, 0.067
 0.140, 20.387, 0.221
 0.195, 20.720, 0.291
 0.164, 17.141, 0.012
 0.148, 20.228, 0.194
 0.168, 21.981, 0.743
 0.184, 18.426, 0.040
 0.134, 14.440, 0.001
 0.121, 20.289, 0.204
 0.196, 21.240, 0.438
 0.166, 21.848, 0.679
 0.193, 20.210, 0.191
 0.170, 18.037, 0.028
 0.196, 18.049, 0.028
 0.050, 20.020, 0.162
 0.103, 21.026, 0.371
 0.154, 12.647, 0.000
 0.108, 21.936, 0.721
 0.167, 19.523, 0.106
 0.086, 18.915, 0.062
 0.093, 20.056, 0.168
 0.102, 17.095, 0.012
 0.089, 21.556, 0.553
 0.126, 16.589, 0.007
 0.196, 18.867, 0.059
 0.144, 18.489, 0.042
 0.138, 19.696, 0.123
 0.116, 21.728, 0.625
 0.123, 20.951, 0.350
 0.194, 21.343, 0.473
 0.116, 19.259, 0.084
 0.153, 20.081, 0.171
 0.083, 20.630, 0.271
 0.192, 18.788, 0.055
 0.087, 18.765, 0.054
 0.151, 21.977, 0.741
 0.077, 16.869, 0.010
 0.108, 19.784, 0.133
 0.167, 16.390, 0.006
 0.197, 21.735, 0.628
 0.188, 16.926, 0.010
 0.175, 20.559, 0.255
 0.178, 13.762, 0.001
 0.143, 16.575, 0.007
 0.134, 18.960, 0.064
 0.131, 19.296, 0.086
 0.144, 19.882, 0.144
 0.152, 20.989, 0.361
 0.171, 21.884, 0.696
 0.187, 20.052, 0.167
 0.178, 20.409, 0.226
 0.144, 20.445, 0.233
 0.053, 21.156, 0.411
 0.119, 21.970, 0.738
 0.157, 16.798, 0.009
 0.133, 17.750, 0.021
 0.152, 17.562, 0.018
 0.126, 21.508, 0.534
 0.062, 14.922, 0.002
 0.177, 18.494, 0.042
 0.082, 21.202, 0.425
 0.112, 19.490, 0.103
 0.096, 21.938, 0.722
 0.116, 21.585, 0.565
 0.163, 15.971, 0.004
 0.197, 17.587, 0.018
 0.122, 17.838, 0.023
 0.172, 19.883, 0.145
 0.122, 18.893, 0.060
 0.125, 18.307, 0.036
 0.158, 19.153, 0.076
 0.058, 21.059, 0.381
 0.187, 19.458, 0.100
 0.084, 20.657, 0.277
 0.014, 17.888, 0.024
 0.116, 20.399, 0.224
 0.056, 21.072, 0.385
 0.153, 21.304, 0.460
 0.118, 21.811, 0.662
 0.152, 19.925, 0.150
 0.088, 14.817, 0.001
 0.079, 19.989, 0.158
 0.166, 21.181, 0.419
 0.163, 21.142, 0.406
 0.050, 17.842, 0.023
 0.118, 21.330, 0.468
 0.180, 19.465, 0.100
 0.023, 20.893, 0.334
 0.187, 20.016, 0.162
 0.033, 20.498, 0.243
 0.136, 16.987, 0.011
 0.088, 21.316, 0.464
 0.065, 19.182, 0.078
 0.188, 21.612, 0.576
 0.114, 15.127, 0.002
 0.153, 21.933, 0.719
 0.151, 20.161, 0.183
 0.194, 20.312, 0.208
 0.084, 21.260, 0.444
 0.121, 21.600, 0.571
 0.161, 17.639, 0.019
 0.125, 16.066, 0.005
 0.191, 17.243, 0.013
 0.125, 18.943, 0.063
 0.058, 19.803, 0.135
 0.108, 17.267, 0.014
 0.182, 21.229, 0.434
 0.133, 20.924, 0.343
 0.146, 21.216, 0.430
 0.118, 19.452, 0.099
 0.111, 20.785, 0.307
 0.154, 21.549, 0.550
 0.163, 15.406, 0.002
 0.179, 20.312, 0.208
 0.071, 16.831, 0.009
 0.177, 20.858, 0.325
 0.139, 21.032, 0.373
 0.171, 21.505, 0.533
 0.085, 19.538, 0.107
 0.152, 20.274, 0.201
 0.175, 21.386, 0.488
 0.148, 20.283, 0.203
 0.168, 21.979, 0.742
 0.199, 21.896, 0.702
 0.189, 21.791, 0.653
 0.193, 17.766, 0.022
 0.196, 20.569, 0.257
 0.058, 21.001, 0.364
 0.086, 21.428, 0.504
 0.066, 18.131, 0.030
 0.158, 15.350, 0.002
 0.192, 18.570, 0.045
 0.133, 21.078, 0.387
 0.129, 20.332, 0.212
 0.165, 21.778, 0.647
 0.163, 13.333, 0.000
 0.077, 18.736, 0.052
 0.077, 21.719, 0.621
 0.139, 16.771, 0.009
 0.178, 18.542, 0.044
 0.080, 18.479, 0.042
 0.099, 18.006, 0.027
 0.169, 19.553, 0.108
 0.149, 19.071, 0.071
 0.043, 17.819, 0.023
 0.178, 21.720, 0.621
 0.153, 20.084, 0.172
 0.098, 20.279, 0.202
 0.058, 21.174, 0.416
 0.050, 16.928, 0.010
 0.153, 18.552, 0.044
 0.177, 17.843, 0.023
 0.157, 21.923, 0.715
 0.122, 20.587, 0.261
 0.063, 17.894, 0.024
 0.140, 21.287, 0.454
 0.166, 21.070, 0.384
 0.106, 18.902, 0.061
 0.127, 16.864, 0.010
 0.048, 18.613, 0.047
 0.148, 19.859, 0.141
 0.197, 21.335, 0.470
 0.143, 19.375, 0.093
 0.159, 21.935, 0.720
 0.154, 21.171, 0.415
 0.174, 19.923, 0.150
 0.128, 21.182, 0.419
 0.105, 17.917, 0.025
 0.113, 21.547, 0.550
 0.159, 21.197, 0.424
 0.135, 16.778, 0.009
 0.079, 21.106, 0.395
 0.162, 21.980, 0.743
 0.091, 18.108, 0.030
 0.085, 15.617, 0.003
 0.172, 21.511, 0.536
 0.027, 18.219, 0.033
 0.151, 21.320, 0.465
 0.196, 18.514, 0.043
 0.095, 19.354, 0.091
 0.166, 21.865, 0.687
 0.176, 19.760, 0.130
 0.097, 20.282, 0.203
 0.085, 14.123, 0.001
 0.112, 21.485, 0.525
 0.126, 17.575, 0.018
 0.121, 21.837, 0.674
 0.080, 19.233, 0.082
 0.180, 16.543, 0.007
 0.064, 21.385, 0.488
 0.189, 21.219, 0.431
 0.172, 20.656, 0.277
 0.155, 19.166, 0.077
 0.059, 15.574, 0.003
 0.153, 20.018, 0.162
 0.139, 19.442, 0.098
 0.180, 19.027, 0.068
 0.036, 19.400, 0.095
 0.180, 20.228, 0.194
 0.149, 16.018, 0.004
 0.046, 15.950, 0.004
 0.109, 20.784, 0.307
 0.109, 20.874, 0.329
 0.055, 19.796, 0.134
 0.082, 20.389, 0.222
 0.163, 18.535, 0.044
 0.124, 19.756, 0.129
 0.034, 20.126, 0.178
 0.174, 18.018, 0.027
 0.122, 20.153, 0.182
 0.079, 21.425, 0.503
 0.149, 21.551, 0.551
 0.070, 18.670, 0.049
 0.149, 21.474, 0.521
 0.169, 19.187, 0.078
 0.104, 21.631, 0.584
 0.146, 17.205, 0.013
 0.132, 18.099, 0.029
 0.187, 20.206, 0.190
 0.054, 19.998, 0.159
 0.032, 21.614, 0.576
 0.166, 21.280, 0.451
 0.194, 19.878, 0.144
 0.080, 18.581, 0.046
 0.130, 19.098, 0.072
 0.197, 20.673, 0.280
 0.117, 18.938, 0.063
 0.184, 19.859, 0.142
 0.032, 20.741, 0.296
 0.082, 21.455, 0.514
 0.156, 18.005, 0.027
 0.184, 21.006, 0.366
 0.179, 19.460, 0.100
 0.127, 18.347, 0.037
 0.169, 17.283, 0.014
 0.117, 17.997, 0.027
 0.126, 18.013, 0.027
 0.069, 16.824, 0.009
 0.169, 20.121, 0.177
 0.158, 20.030, 0.164
 0.073, 19.889, 0.145
 0.193, 21.452, 0.513
 0.077, 21.673, 0.601
 0.153, 21.365, 0.481
 0.086, 21.211, 0.428
 0.173, 18.730, 0.052
 0.198, 20.062, 0.168
 0.155, 21.971, 0.738
 0.163, 19.453, 0.099
 0.168, 16.237, 0.005
 0.143, 20.811, 0.313
 0.136, 21.584, 0.564
 0.199, 19.717, 0.125
 0.119, 21.556, 0.553
 0.199, 17.496, 0.017
 0.157, 21.937, 0.721
 0.190, 16.259, 0.005
 0.188, 20.268, 0.201
 0.122, 19.684, 0.122
 0.133, 21.176, 0.417
 0.185, 21.426, 0.503
 0.183, 16.367, 0.006
 0.096, 18.126, 0.030
 0.139, 19.266, 0.084
 0.143, 19.912, 0.148
 0.096, 20.495, 0.242
 0.194, 21.424, 0.502
 0.150, 20.427, 0.229
 0.184, 21.530, 0.543
 0.155, 19.977, 0.157
 0.063, 20.140, 0.180
 0.137, 21.552, 0.552
 0.179, 19.265, 0.084
 0.158, 21.776, 0.646
 0.144, 21.043, 0.376
 0.160, 19.522, 0.106
 0.195, 15.697, 0.003
 0.198, 21.438, 0.508
 0.187, 19.543, 0.108
 0.102, 20.910, 0.339
 0.173, 21.345, 0.474
 0.155, 18.521, 0.043
 0.102, 20.297, 0.205
 0.134, 21.096, 0.392
 0.163, 19.847, 0.140
 0.128, 16.329, 0.006
 0.183, 18.701, 0.051
 0.139, 21.504, 0.533
 0.183, 19.884, 0.145
 0.163, 19.752, 0.129
 0.093, 17.011, 0.011
 0.173, 16.541, 0.007
 0.188, 21.120, 0.400
 0.151, 19.900, 0.147
 0.150, 20.212, 0.191
 0.147, 19.555, 0.109
 0.184, 18.265, 0.034
 0.183, 19.601, 0.113
 0.189, 20.857, 0.325
 0.175, 21.849, 0.680
 0.199, 18.693, 0.050
 0.149, 21.857, 0.683
 0.194, 17.830, 0.023
 0.197, 20.682, 0.282
 0.137, 17.609, 0.019
 0.097, 15.336, 0.002
 0.135, 18.401, 0.039
 0.037, 19.300, 0.087
 0.098, 17.543, 0.018
 0.163, 21.532, 0.544
 0.179, 17.916, 0.025
 0.175, 20.995, 0.363
 0.180, 14.902, 0.002
 0.118, 21.056, 0.380
 0.140, 16.485, 0.007
 0.157, 21.612, 0.576
 0.191, 18.314, 0.036
 0.091, 21.218, 0.431
 0.178, 18.836, 0.057
 0.179, 20.743, 0.297
 0.186, 20.599, 0.264
 0.144, 19.864, 0.142
 0.104, 20.049, 0.167
 0.087, 20.614, 0.267
 0.121, 20.912, 0.339
 0.199, 14.703, 0.001
 0.081, 19.931, 0.151
 0.092, 19.396, 0.094
 0.115, 20.380, 0.220
 0.102, 20.395, 0.223
 0.119, 21.703, 0.614
 0.036, 20.375, 0.219
 0.095, 14.111, 0.001
 0.170, 13.090, 0.000
 0.174, 21.271, 0.448
 0.086, 20.817, 0.315
 0.110, 20.011, 0.161
 0.071, 17.262, 0.014
 0.092, 20.693, 0.285
 0.173, 21.834, 0.673
 0.187, 17.320, 0.014
 0.171, 20.535, 0.250
 0.138, 21.442, 0.509
 0.136, 18.733, 0.052
 0.190, 20.827, 0.317
 0.175, 21.581, 0.563
 0.146, 21.163, 0.413
 0.198, 21.132, 0.403
 0.194, 19.378, 0.093
 0.197, 19.317, 0.088
 0.169, 21.252, 0.442
 0.146, 15.665, 0.003
 0.145, 15.668, 0.003
 0.184, 18.472, 0.041
 0.146, 21.215, 0.429
 0.196, 16.304, 0.006
 0.090, 16.640, 0.008
 0.157, 21.435, 0.506
 0.147, 21.878, 0.693
 0.197, 19.326, 0.089
 0.072, 21.457, 0.515
 0.170, 17.216, 0.013
 0.123, 20.980, 0.358
 0.113, 19.298, 0.087
 0.191, 18.957, 0.064
 0.080, 21.578, 0.562
 0.136, 20.354, 0.216
 0.121, 19.832, 0.138
 0.050, 20.675, 0.281
 0.174, 17.192, 0.013
 0.168, 21.695, 0.611
 0.193, 21.481, 0.524
 0.157, 20.027, 0.163
 0.184, 19.245, 0.083
 0.178, 21.693, 0.610
 0.145, 21.877, 0.693
 0.080, 21.804, 0.659
 0.174, 21.859, 0.684
 0.118, 21.685, 0.606
 0.084, 17.481, 0.017
 0.157, 18.894, 0.060
 0.175, 15.587, 0.003
 0.176, 16.429, 0.006
 0.047, 19.121, 0.074
 0.191, 19.911, 0.148
 0.172, 20.955, 0.351
 0.125, 18.342, 0.037
 0.111, 20.920, 0.342
 0.108, 21.838, 0.675
 0.027, 18.601, 0.046
 0.123, 18.483, 0.042
 0.046, 21.540, 0.547
 0.142, 19.901, 0.147
 0.155, 17.055, 0.011
 0.169, 20.748, 0.298
 0.158, 16.602, 0.007
 0.156, 18.927, 0.062
 0.196, 20.034, 0.164
 0.161, 20.085, 0.172
 0.080, 21.513, 0.536
 0.193, 18.734, 0.052
 0.181, 21.777, 0.647
 0.078, 20.357, 0.216
 0.136, 17.554, 0.018
 0.088, 18.175, 0.032
 0.157, 18.470, 0.041
 0.171, 21.052, 0.379
 0.175, 14.396, 0.001
 0.186, 17.730, 0.021
 0.188, 17.260, 0.014
 0.122, 18.116, 0.030
 0.173, 21.902, 0.705
 0.169, 17.071, 0.012
 0.181, 13.083, 0.000
 0.088, 20.943, 0.348
 0.079, 21.638, 0.587
 0.178, 21.630, 0.583
 0.179, 21.599, 0.571
 0.098, 17.425, 0.016
 0.118, 20.812, 0.313
 0.019, 19.313, 0.088
 0.186, 21.776, 0.647
 0.072, 16.678, 0.008
 0.178, 19.510, 0.104
 0.069, 19.411, 0.096
 0.168, 20.827, 0.317
 0.082, 19.947, 0.153
 0.071, 19.919, 0.149
 0.181, 17.387, 0.015
 0.150, 19.560, 0.109
 0.080, 21.344, 0.473
 0.143, 17.956, 0.026
 0.136, 18.280, 0.035
 0.198, 17.631, 0.019
 0.081, 16.385, 0.006
 0.095, 19.661, 0.119
 0.165, 21.801, 0.658
 0.117, 19.666, 0.120
 0.110, 20.130, 0.178
 0.143, 20.593, 0.263
 0.052, 21.925, 0.716
 0.166, 19.983, 0.157
 0.176, 21.497, 0.530
 0.177, 20.989, 0.361
 0.068, 13.483, 0.000
 0.172, 19.343, 0.090
 0.168, 21.879, 0.694
 0.041, 18.387, 0.038
 0.163, 21.783, 0.650
 0.049, 20.366, 0.218
 0.185, 18.753, 0.053
 0.141, 21.928, 0.717
 0.199, 15.607, 0.003
 0.154, 16.975, 0.011
 0.195, 21.496, 0.530
 0.197, 15.978, 0.004
 0.161, 16.032, 0.004
 0.155, 21.525, 0.541
 0.155, 20.657, 0.277
 0.113, 20.720, 0.291
 0.195, 21.987, 0.746
 0.180, 21.443, 0.510
 0.156, 20.038, 0.165
 0.191, 21.527, 0.542
 0.065, 21.063, 0.382
 0.167, 19.362, 0.092
 0.119, 21.864, 0.687
 0.091, 16.605, 0.008
 0.172, 21.627, 0.582
 0.167, 19.765, 0.130
 0.153, 17.215, 0.013
 0.096, 20.814, 0.314
 0.104, 21.642, 0.588
 0.063, 16.818, 0.009
 0.159, 20.090, 0.173
 0.140, 20.699, 0.286
 0.021, 20.901, 0.337
 0.085, 20.594, 0.263
 0.141, 21.901, 0.704
 0.142, 21.234, 0.436
 0.132, 19.100, 0.073
 0.080, 20.776, 0.305
 0.149, 16.795, 0.009
 0.071, 19.964, 0.155
 0.166, 20.726, 0.293
 0.123, 20.854, 0.324
 0.195, 21.037, 0.375
 0.048, 13.465, 0.000
 0.068, 13.625, 0.000
 0.111, 20.054, 0.167
 0.183, 15.822, 0.004
 0.176, 19.920, 0.149
 0.150, 20.138, 0.180
 0.169, 21.485, 0.525
 0.174, 21.771, 0.644
 0.089, 14.662, 0.001
 0.179, 20.362, 0.217
 0.157, 20.307, 0.207
 0.109, 20.885, 0.332
 0.104, 22.000, 0.752
 0.115, 19.595, 0.112
 0.184, 17.438, 0.016
 0.197, 20.207, 0.191
 0.047, 14.723, 0.001
 0.193, 19.314, 0.088
 0.071, 19.067, 0.070
 0.105, 21.925, 0.716
 0.200, 18.465, 0.041
 0.177, 18.692, 0.050
 0.181, 20.270, 0.201
 0.157, 21.983, 0.744
 0.148, 15.936, 0.004
 0.138, 20.475, 0.238
 0.165, 21.544, 0.548
 0.084, 21.052, 0.379
 0.139, 14.055, 0.001
 0.189, 20.309, 0.208
 0.087, 18.561, 0.045
 0.097, 20.291, 0.204
 0.142, 21.886, 0.697
 0.145, 16.416, 0.006
 0.169, 20.971, 0.356
 0.175, 18.942, 0.063
 0.151, 19.456, 0.100
 0.150, 16.713, 0.008
 0.129, 19.532, 0.106
 0.048, 21.162, 0.413
 0.199, 19.242, 0.082
 0.087, 19.608, 0.114
 0.187, 21.893, 0.701
 0.112, 17.795, 0.022
 0.170, 18.647, 0.048
 0.147, 18.855, 0.058
 0.144, 17.296, 0.014
 0.028, 19.546, 0.108
 0.117, 18.282, 0.035
 0.182, 20.016, 0.162
 0.093, 21.019, 0.369
 0.108, 17.507, 0.017
 0.184, 16.792, 0.009
 0.035, 19.689, 0.122
 0.182, 21.918, 0.712
 0.090, 21.379, 0.486
 0.157, 20.732, 0.294
 0.029, 21.157, 0.411
 0.140, 20.778, 0.305
 0.131, 14.958, 0.002
 0.189, 17.638, 0.019
 0.179, 14.888, 0.002
 0.181, 16.015, 0.004
 0.119, 19.867, 0.142
 0.136, 17.005, 0.011
 0.131, 21.841, 0.676
 0.194, 16.717, 0.008
 0.150, 21.670, 0.600
 0.051, 20.175, 0.185
 0.154, 21.991, 0.748
 0.048, 19.775, 0.132
 0.094, 15.376, 0.002
 0.198, 20.980, 0.358
 0.101, 19.096, 0.072
 0.186, 17.573, 0.018
 0.099, 19.641, 0.117
 0.103, 21.220, 0.431
 0.129, 19.024, 0.068
 0.185, 12.980, 0.000
 0.191, 17.785, 0.022
 0.167, 16.986, 0.011
 0.097, 19.491, 0.103
 0.102, 21.630, 0.583
 0.046, 19.119, 0.074
 0.078, 14.338, 0.001
 0.055, 21.591, 0.567
 0.157, 21.150, 0.409
 0.181, 21.864, 0.687
 0.189, 19.211, 0.080
 0.068, 21.838, 0.674
 0.056, 21.822, 0.667
 0.107, 17.861, 0.024
 0.114, 21.443, 0.509
 0.185, 19.611, 0.114
 0.166, 17.038, 0.011
 0.142, 20.481, 0.240
 0.106, 21.071, 0.384
 0.113, 19.672, 0.120
 0.193, 20.946, 0.349
 0.075, 21.246, 0.440
 0.150, 16.879, 0.010
 0.185, 18.926, 0.062
 0.118, 20.916, 0.341
 0.190, 18.567, 0.045
 0.114, 20.815, 0.314
 0.189, 18.312, 0.036
 0.120, 19.959, 0.154
 0.122, 17.581, 0.018
 0.066, 14.147, 0.001
 0.069, 17.581, 0.018
 0.167, 18.046, 0.028
 0.179, 21.593, 0.568
 0.148, 16.672, 0.008
 0.188, 20.633, 0.271
 0.146, 21.759, 0.639
 0.055, 21.234, 0.436
 0.193, 21.596, 0.569
 0.091, 21.683, 0.606
 0.144, 21.495, 0.529
 0.117, 21.910, 0.708
 0.165, 18.667, 0.049
 0.093, 21.443, 0.510
 0.058, 19.042, 0.069
 0.195, 19.921, 0.149
 0.198, 20.495, 0.242
 0.126, 19.795, 0.134
 0.173, 18.905, 0.061
 0.143, 19.010, 0.067
 0.178, 21.415, 0.499
 0.184, 19.527, 0.106
 0.121, 16.544, 0.007
 0.179, 20.241, 0.196
 0.107, 19.532, 0.106
 0.081, 20.200, 0.189
 0.128, 18.815, 0.056
 0.155, 21.893, 0.700
 0.155, 21.730, 0.626
 0.194, 20.556, 0.255
 0.075, 21.204, 0.426
 0.028, 19.497, 0.103
 0.108, 20.600, 0.264
 0.188, 20.121, 0.177
 0.072, 21.332, 0.469
 0.161, 21.854, 0.682
 0.199, 21.852, 0.681
 0.147, 15.524, 0.003
 0.064, 21.137, 0.405
 0.099, 21.696, 0.611
 0.170, 19.265, 0.084
 0.171, 16.838, 0.009
 0.076, 17.895, 0.024
 0.152, 21.946, 0.726
 0.126, 17.526, 0.017
 0.193, 21.904, 0.706
 0.195, 16.826, 0.009
 0.083, 16.637, 0.008
 0.055, 19.198, 0.079
 0.141, 21.741, 0.631
 0.186, 20.251, 0.198
 0.175, 18.060, 0.028
 0.118, 19.915, 0.148
 0.155, 16.223, 0.005
 0.191, 20.294, 0.205
 0.042, 16.980, 0.011
 0.169, 14.930, 0.002
 0.192, 20.177, 0.186
 0.163, 19.397, 0.095
 0.173, 17.701, 0.021
 0.147, 21.462, 0.517
 0.176, 20.210, 0.191
 0.083, 18.709, 0.051
 0.036, 16.016, 0.004
 0.062, 21.558, 0.554
 0.142, 17.704, 0.021
 0.121, 20.584, 0.261
 0.158, 21.545, 0.549
 0.156, 21.968, 0.737
 0.136, 18.329, 0.036
 0.068, 19.730, 0.127
 0.189, 16.435, 0.006
 0.072, 18.802, 0.056
 0.118, 20.955, 0.351
 0.187, 19.890, 0.145
 0.068, 11.871, 0.000
 0.138, 21.066, 0.383
 0.137, 16.782, 0.009
 0.177, 17.557, 0.018
 0.109, 18.538, 0.044
 0.193, 18.442, 0.040
 0.141, 18.047, 0.028
 0.096, 21.346, 0.474
 0.036, 20.368, 0.218
 0.161, 20.280, 0.203
 0.086, 18.351, 0.037
 0.109, 17.255, 0.014
 0.149, 21.541, 0.547
 0.048, 13.409, 0.000
 0.189, 20.311, 0.208
 0.047, 17.343, 0.015
 0.147, 20.069, 0.169
 0.182, 21.879, 0.694
 0.050, 21.293, 0.456
 0.193, 20.118, 0.177
 0.111, 19.713, 0.125
 0.175, 21.985, 0.745
 0.198, 19.716, 0.125
 0.104, 16.136, 0.005
 0.190, 21.295, 0.456
 0.147, 21.463, 0.517
 0.169, 21.868, 0.688
 0.195, 16.022, 0.004
 0.155, 20.928, 0.344
 0.059, 21.679, 0.604
 0.165, 14.535, 0.001
 0.101, 19.978, 0.157
 0.054, 20.060, 0.168
 0.199, 19.312, 0.088
 0.183, 19.102, 0.073
 0.196, 18.930, 0.062
 0.082, 20.968, 0.355
 0.087, 15.003, 0.002
 0.091, 21.065, 0.383
 0.128, 21.779, 0.648
 0.190, 21.752, 0.636
 0.155, 19.503, 0.104
 0.102, 20.744, 0.297
 0.130, 21.220, 0.431
 0.111, 19.372, 0.092
 0.197, 15.948, 0.004
 0.148, 20.661, 0.278
 0.179, 17.965, 0.026
 0.116, 16.806, 0.009
 0.073, 19.460, 0.100
 0.138, 20.740, 0.296
 0.172, 20.896, 0.335
 0.160, 21.807, 0.660
 0.132, 21.926, 0.716
 0.054, 20.324, 0.210
 0.104, 15.382, 0.002
 0.067, 21.864, 0.687
 0.171, 21.557, 0.553
 0.170, 21.086, 0.389
 0.197, 20.968, 0.355
 0.092, 20.890, 0.334
 0.147, 19.160, 0.077
 0.121, 16.341, 0.006
 0.057, 19.227, 0.081
 0.171, 19.668, 0.120
 0.193, 20.230, 0.194
 0.062, 16.405, 0.006
 0.129, 19.675, 0.121
 0.143, 20.280, 0.203
 0.072, 20.602, 0.265
 0.077, 20.954, 0.351
 0.120, 21.054, 0.380
 0.052, 20.450, 0.233
 0.162, 16.983, 0.011
 0.173, 20.046, 0.166
 0.094, 17.818, 0.023
 0.155, 17.327, 0.015
 0.178, 17.550, 0.018
